years_in_field,years_in_role,job_title_open,job_category_select,org-type_select,team-size,org-size_bucket,org-uxr-maturity_bucket,desc-of-work_open,reops-member_bucket,org-skill-ladder_bucket,org-reops-supt_bucket,work-towards-goal_bucket,goal-desc_open,goal-desc_tags,craft-important_1,craft-important_2,craft-important_3,craft-desired_1,craft-desired_2,craft-desired_3,craft-write-in_open,h1_biz-strategy_rating,h2_delivery-disciplines_rating,h3_org-diplomacy_rating,h4_service-conceptual_rating,h5_stakeholder-mgmt-comms_rating,h6_project-mgmt_rating,h7_research-process-mgmt_rating,h8_reops-prowess_rating,h9_technical-research-skills_rating,h10_persuation-articulation_rating,h11_interpersonal-relationships_rating,h12_prof-relationships_rating,h13_mindful-work-reflection_rating,biggest-challenge_open,biggest-challenge_tags,explore-excited_open,explore-excited_tags,one-next-step_open,one-next-step_tags,optional-other_open
1,1,Us Designer & Researcher,designer,Agency,0,2–10,Early,"Working w/ boss to develop & execute research plans for clients, as well as wireframing, prototyping, testing, QA, etc as needed. 50% research, 50% other",No,No,,Yes,Working towards growing the research part of my agency's work so that I can do research full-time,"Transition to UX,employment relationship",109,109,205,206,202,605,,2,3,4,4,2,2,3,3,3,2,3,4,3,"I'm a jr, but I'm the only one doing research at my agency. It's hard being responsible for this without experience or mentors. ","learning/mentors,research team of one",I want to learn and incorporate more quantitative research methods,quantitative methods,Look for a research focused mentor.,learning/mentors,
15,6,Senior UX Strategist / Researcher,researcher,Freelance,1,1,Mature,Freelance UX research. Speciality in qual model-making to optimize product. Frameworks are mostly grounded in - theory with some JTBD,Yes,Self-employed,Self-employed,Yes,Product executive,employment relationship,206,401,604,409,610,,"Client strategy - attraction, assessment, pricing",5,5,5,5,3,4,5,5,5,4,3,3,4,Lack of product - market fit for my offering,misc,Mapping OCEAN templates to predict product behavior; building + socializing qual models,"qualitative methods,misc",Keep thinking of ways to broaden client search / improve fit,misc,"Exercises assume a level of UXR maturity rare outside NYC/SF. More differentiation (enterprise, agency, etc.) needed."
4,0,UX Researcher,researcher,In-house private sector,1,"1,001+",Progressing,Creating a baseline of fundamental research because I work on a product that is just starting to get off the ground,Yes,Yes,No,Yes,Becoming a manager / leader so I can go on the UX Leadership track.,"lead/manager role,researcher role development",507,405,,110,604,,develop research strategy / approach,2,3,3,2,4,3,4,3,3,3,2,3,3,Getting those outside of UX to understand the value of research and approve doing research before developing the product,trust/buy-in,I am excited to learn how to create a UX research strategy and decide what we want to work toward long-term,"Ops/scaling,misc",Learn more aboutt best practices and strategies for how to create and implement a UX research strategy in an organization,"strategy,rigour/standards",
6,0,Senior UX Researcher,researcher,In-house private sector,7,"1,001+",Early,"I'm currently doing two things: (1) Setting up + organizing research tools / design tools for my vertical, and (2) creating updated workflows, redoing personas + customer journeys + usability testing",No,Yes,No,Yes,Becoming a director / manager,"lead/manager role,researcher role development",301,505,106,504,305,406,,3,3,2,3,1,4,2,1,2,2,2,2,3,Moving to a large in-house team + having to operate more deeply in research than I been able to before / getting injected into the process,"integration into product dev cycle,collaboration",People management + research in a larger product team,"lead/manager role,misc",Refreshing on the basics while planning / setting the framework for my roles success.,"research role development,misc",
16,9,UX Researcher,researcher,Agency,10,"1,001+",Progressing,"Research on demand by designers, Service Design, ",No,No,Yes,I'm not sure,"Changing with other profissionals tips of quanti research, big data and analytics","learning/mentors,quant skils",103,313,312,408,208,307,,1,3,3,2,4,3,5,4,5,4,3,4,3,"Show the purpose of research, mainly for service designers.",,"Understanding other methods beyond qualitative methods, like the methods on anthropology and psichology. Learn quantitative data, statistic.","quantitative methods,learning/mentors ,methods practice/skills",Doctorate in quantitative areas,"quantitative methods,learning/mentors","
Present research skills, Junior Team Management, take advanced courses, meet professionals with more research knowledge and market knowledge"
25,1,Ux Researcher,researcher,Agency,10,"1,001+",Progressing,"Innovation Lab focus on ux, benchmark, market research, user journey, service design",No,No,Yes,Yes,Developing UX research skills,"learning/mentors,methods practice/skills,researcher role development",301,601,604,503,508,408,,3,4,4,3,3,4,4,5,4,4,3,3,4,keep up with market trends,misc,learn more about ux research,learning/mentors,,,talk about work with other profissionals is essential
15,3,Specialist Digital Relationship,other,In-house private sector,10,"1,001+",Progressing,Service Design Project's,No,No,Yes,I'm not sure,,,202,605,403,405,604,610,,2,3,2,3,4,4,4,4,4,3,4,3,4,"show to stakeholders the importance of doing research, recruitment",participant recruitment,"insights of fieldwork, understanding user needs","analysis,misc",selling on company the value of research,Evangelize value,
8,1,User research designer,researcher,Freelance,0,1,None,Design Consulting,No,Self-employed,Self-employed,Yes,"Courses, PhD research project, self-knowledge to understand professional ambitions","learning/mentors,methods practice/skills",408,301,504,208,202,506,,2,4,3,4,4,3,4,4,3,5,4,5,3,Identify specific areas of expertise,learning/mentors,"Work with more researchers, to exchange experiences",exchange/networking,Find the next step,role finding,
5,3,UX Researcher,researcher,In-house private sector,4,51–100,Progressing,,No,Yes,No,Yes,Learn new methodologies,methods practice/skills,602,206,405,403,110,508,,4,4,4,5,4,4,3,4,4,5,5,3,3,Organize and map insights and bring actionable products,(product) impact/actionable insight,Develop workshops to engage stakeholders in the hypothesis generation and analysis stages,"workshops/design sprints,stakeholder & expectation mngt,collaboration,analysis",Get more involved with the research community to exchange and learn,exchange/networking,
23,4," UX Consultant, Director, UX Researcher, Designer Thinker",other,Agency,4,2–10,Mature,"Ux Research, UX Consultant, Design Thinking Workshops",No,No,Yes,Yes,"Learning new research techniques, join events and courses, learning more about business/start-ups","learning/mentors,methods practice/skills",301,407,601,408,112,306,learning more about AI and Big Data,4,5,5,5,4,5,5,5,5,4,4,3,5,Help customers to apply the results of research,"(product) impact/actionable insight,external",learning more about techniques and methods,"learning/mentors ,methods practice/skills",Study big data and AI,new tech,Thanks for invite me to workshop
17,1,Head user studies,researcher,In-house private sector,2,101–500,Progressing,Disseminate and conduct research,Yes,No,No,I'm not sure,,,606,603,201,408,208,602,,4,4,4,4,3,3,4,5,5,5,5,5,4,"Learn more ""business"" to show the value of research","incorporate product/biz thinking,trust/buy-in","business, strategy, data","strategy,quantitative methods,incorporate product/biz thinking","data, mix methods",mixed methods,
6,1,User Research,researcher,In-house private sector,5,51–100,Progressing,Planning and running research with users in order to supply my company with data to take strategic decisions.,No,Yes,Yes,Yes,"Mapping  skills that I still don't have. I use to go in events about research, checking my development with the head of the area in the company.","learning/mentors,methods practice/skills",501,307,601,311,110,407,,4,4,4,3,3,4,5,4,5,4,3,2,3,To understand the possibilities that I have to develop my career and how to reach it.,"learning/mentors,methods practice/skills","I want to improve in visual and functional facilitations, turning our researchs more digestible.","workshops/design sprints,communication/storytelling","I'm not sure about it, but this workshop is helping me.",quote,
2,2,Mid Level UX Designer,designer,In-house private sector,2,"501–1,000",Early,I help corporate teams to optimize their digitais products with service design and design thinking.,No,Yes,No,I'm not sure,,,110,305,204,408,106,112,,2,2,3,3,3,3,3,2,4,3,2,4,3,To match the challengers to learn techniques and methods with the need to sell research.,"trust/buy-in,methods practice/skills,learning/mentors",To work with non digital research projects,misc,To find a good UX research manager,"misc,learning/mentors",I love the workshop! :-)
1,1,User Experience Designer,designer,In-house private sector,2,"501–1,000",Early,"We help internal teams to improve their process, services and products.",No,Yes,No,I'm not sure,,,601,502,507,408,602,305,,2,3,2,3,3,3,3,3,4,3,3,3,3,"To have more influence in the beginning of the projects, in the phase of the planning and when the team choose the method.",ownership,To match our expectations in the beginning of the project with the stakeholders expectation. And share the insights in a more actionable in the end.,"stakeholder & expectation mngt,communication/storytelling",Test new actionable models todelivery the results.,"usability,misc",
6,2,Qualitative Studies Manager,researcher,In-house private sector,3,2–10,Progressing,Social Impact Research and Research Consultant,Yes,Self-employed,Self-employed,Yes,"Reading about ops, adapting my skills to manager project, looking research as business strategy","learning/mentors,strategy,ops/scaling",108,610,408,308,601,610,,3,2,4,4,4,4,3,4,3,3,2,2,2,To sell research,trust/buy-in,Doing relevant projects to my clients. Invest in methodology design and teach research.,"methods practice/skills,training/supporting",Develop product and services.,"(product) impact/actionable insight,misc",Practice customer relationship
1,1,UX Research,researcher,In-house private sector,2,101–500,Progressing,Do qual research and follow the design team in the field,No,No,Yes,Yes,Do courses and workshops / mentoring,learning/mentors,606,206,311,208,408,504,,4,3,5,3,4,4,3,4,3,3,4,4,3,"Lack of self confidence: I feel I Don't know methods deeply. Second, I feel that the product team don't recognize my work.",creative confidence,Go deeper in methodologies and explore people management.,"methods practice/skills,lead/manager role",Improve my knowledge about methods.,"method practice/skills,learning/mentors",I miss more methods courses in Rio.
5,1,Client Head,other,In-house private sector,,51–100,Mature,I manage a team who main objective is to know deeply our client. I am also responsible to spread insights in the company and report decisions.,No,Yes,No,I'm not sure,,,601,314,304,609,403,405,,4,4,5,5,3,3,1,4,4,4,4,3,4,Introduce new methods in the company; prioritize research; find the balance between time and quality.,"prioritisation,time,communication/storytelling,methods practice/skills",Improve better the CX team integration in order to reach a holistic view about the user journey.,journey mapping,Courses (but this is dificult); readings,"(UX) course,learning/mentors",
5,1,Interaction Designer,designer,Freelance,2,2–10,Progressing,Interaction System Design and User Research,No,Self-employed,Self-employed,Yes,"UX research relatedsorting system, User Behavior Analysis to support designers in the project",misc,405,605,607,502,305,408,,3,3,2,3,2,2,2,2,3,4,3,2,2,"Communication, management, delivery and reflecting even faster","communication/storytelling,mindfulness/reflection,time",How to use my research skill to develop more of management skill,project management/ownership,"Get my own work process recorded, get more knowledge in the wide fields but still related to the projects, I am working on.",project management/ownership,
1,0,Domestic manager,other,Freelance,0,1,Early,As an opcopus - keeping tack of a million things,No,Self-employed,Self-employed,Yes,Getting to work with Design in the hospital sector,employment relationship,101,102,201,301,603,607,,3,3,1,3,1,1,2,1,4,4,3,2,5,-,,Big systems e.g. for hospitals,misc,"More jobapplications, more LinkedIn, more reading and networking",new job/role,
5,1,User Researcher,researcher,In-house private sector,8,"1,001+",Early,Long term foundational research + usability studies,Yes,No,No,No,,,604,601,610,408,401,601,,2,3,2,3,4,4,4,3,5,5,2,3,4,Having to advocate and convince stakeholders about the value of research. Being challenged about results and findings,"evangelize research / value,trust/buy-in","More strategic research, mixed methods. How to evolve research at a company.","strategy,mixed methods,evangelize research",Try to sork on more strategic process of researching,strategy,How to make research a more elevated department in a company and how to untangle it from being so closely tied to design. They are two separated but sometimes related functions.
0.5,0.5,UX Researcher,researcher,Agency,0,11–20,Mature,"Depends on the project, but mainly UX design + desk research",No,Yes,No,No,"Right now, I'm just learning the UX Researcher role",learning/mentors,102,405,602,113,605,604,,3,3,2,4,3,4,2,3,2,3,4,4,2,Managing the discrepancy between how much research the project/product demands vs how much my boss + client wants me to do,"stakeholder & expectation mgt,rigour/standards","I'm 4 months in, so I'm already exited. Long term: I would like to be an entrepreneur",misc,"Do the work and build the experience, that will sustain a solid UXR intuition",method practice/skills,
5,4.5,Senior UX Researcher,researcher,In-house private sector,1,101–500,Early,"Generate and evaluate studies. Ethnographic, usability, user interviews, contextual inquiries, internal + external traning in UX methods + discovery, testing early concepts, streamlining processes, strategy, surveys, recruiting, synthesis.",Yes,Yes,No,Yes,"Streamlining research efforts, doing more stratetic/generative work. Moving org from early to progressing","Evangelize research,rigour/standards,scaling/expanding the scope,ops/scaling",408,314,601,408,607,609,,4,3,3,4,5,4,5,4,5,4,4,4,2,How to introduce change. How to make an organisation move from early to progressive with C-Level buy-in. Grow to influence.,"evangelize research / value,(product) impact/actionable insight",I want to become a leader in the field. I want to start my research community and learn more about strategic ways of incorporating research,development of the field,"Expand community and keep learning, teaching, coaching etc. Be active with my newsletter",community,I want to become better at separating my work and likability as a person from my work. I have self esteem issues when it comes to harsh feedback or unwanted criticism.
1.5,1.5,"Innovation executive, strategy",other,In-house private sector,2,"1,001+",Laggard,"Project management and research to improve the UX design of our solutions, for each client",No,No,No,No,Establish a research team,lead/manager role,206,601,605,401,408,401,,5,4,4,4,5,4,5,4,3,4,3,3,2,"Knowing what research methodologies to use, presenting the results, getting the organization to understand the value of research ",methods practice/skills,Drawing out new insights from the data,"impact/actionable insight,methods practice/skills",,,
10,1,UX researcher,researcher,Agency,4,11–20,I'm not sure,Research projects for clients,No,No,Yes,I'm not sure,,,501,301,302,109,304,206,,3,3,2,2,2,4,3,3,4,2,4,2,3,To be able to give convincing answers when asked about research methodology,"trust/buy-in,communication/storytelling",Observational research,generative/expl research,"To learn different research methodologies, including different analysis and communication methods. Not be scared of the client.",method practice/skills,
7,3,Consumer insights manager,other,Agency,20,"1,001+",Mature,Quant and qual research about overseas markets for Japanese clients,No,Yes,Yes,Yes,Looking for a new job to go in-house,employment relationship,302,304,601,508,403,604,,5,2,2,4,,3,5,3,5,2,5,1,2,"Designing the research so that it leads to action, business-wise",(product) impact/actionable insight,Have more impact by bringing together user research and market research,mixed methods,"Clarify the pros and cons of user vs market research. Become an in-house researcher, and gain broader experience by trying different methodologies and agency partners",new job/role,
3.5,0.5,UX researcher,researcher,In-house private sector,2,101–500,Progressing,Regular and adhoc research projects. Improving research operations,No,No,Yes,I'm not sure,"Weighing my options between getting more practitioner experience or getting a Masters to gain an academic background. Publishing articles, Twitter, and speaking at events. ",,607,301,202,408,504,109,,5,5,2,5,4,2,4,5,4,2,2,5,3,Taking care of my health and bringing stability in how I carry out operations and interviews because often I don't have a substitute.,mindfulness/reflection,More advance analysis skills. I'm excited about new discoveries and inquiries.,quantitative methods,"Study sociology, psychology, statistics. Build other domain experience by taking side jobs. ",learning/mentors,
2,2,Designer,designer,In-house private sector,2,"1,001+",Progressing,"Qualitative research for our products. Recruiting, usability testing, interviews, journey mapping, personas etc.",No,No,No,Yes,"Propose research to the product owner, so that research is conducted earlier in the development cycle","Evangelize research,expanding professional horizon,scaling/expanding the scope",304,102,405,501,102,401,,4,4,3,4,3,2,2,2,4,4,4,3,4,Identifying the right design of the research,methods practice/skills,Bringing research closer to the business,"incorporate product/biz thinking,strategy",Develop a stronger understanding of research and position research earlier in the strategy process. Advocate for the necessity of research so that I have more opportunities for practice.,research role development,
1.5,1,Designer,designer,In-house private sector,5,"1,001+",Laggard,Part of a centralized team that provides usability testing and user interviews for our range of products,No,No,Yes,I'm not sure,"Do more projects, try to get involved from the planning stages, interact (negotiate) more with product teams, interact more with people outside of my company ","scaling/expanding the scope,methods practice/skills,Evangelize research",501,201,604,501,204,609,,4,3,3,3,4,3,2,2,2,4,4,3,3,"Alignment with product teams and stakeholders, and getting them to commit to the research results","stakeholder & expectation mgt,(product) impact/actionable insight",,,Gain more experience by doing more projects,project management/ownership,
2,0.5,,other,In-house private sector,0,"1,001+",None,Setting up a research team,No,Yes,No,I'm not sure,"Getting ready to set up a research team, at the company's request",,301,310,,301,310,,,4,5,1,3,3,3,2,3,2,2,1,4,1,"To have impact on the product through my research. Figure out the role of research within the organization, and where it should sit. ","(product) impact/actionable insight,stakeholder & expectation mgt",To have impact on the product through my research.,impact/actionable insight,,,What should I study next? Am I heading in the right direction or am I picking up bad habits?
4,0.5,UX designer,designer,Agency,4,101–500,Early,Conduct qualitative research to understand users and create UX concepts from there.,No,Yes,No,Yes,Looking for a new job.,employment relationship,506,301,601,501,604,206,,3,3,2,2,2,2,2,3,4,3,1,3,4,"Spending too much energy advocating for research, which doesn't have an important presence in my company's business model ","evangelize research / value,trust/buy-in",Trying new research methodologies,methods practice/skills,Gain more skills as a researcher at a company that has a mature practice of research.,new job/role,1. Wondering how to maintain quality when research cycles seem to get faster and faster. 2. I dream of conducting great research and writing an academic paper about it.
1,2,Design manager,designer,In-house private sector,3,101–500,Progressing,"Company wide design management, strategy and direction",No,Yes,No,No,,,610,501,507,,,,,5,4,5,5,4,4,2,2,2,4,5,5,1,,,Build up a strong design team,UX design,Deepen my understanding of each design area and how to align them,learning/mentors,
1,0.1,UX researcher / UX designer,researcher,In-house private sector,0,21–50,Progressing,Continuous updating of our customer personas. Extract pain points from observing how customers use our product.,Yes,No,No,Yes,"Studying English, statistics and quant methods",quant skils,301,302,602,306,401,302,,4,4,4,5,2,2,2,4,3,3,1,4,1,"Finding support for my professional development ex. dedicated research opportunities, mentors, support for skill development",learning/mentors,Gain new research skills. Just looking at the craft sheet made me excited!,methods practice/skills,"Conduct more research projects, advocate for more user testing",method practice/skills,This workshop was really valuable for me to gain a holistic view of research skills and career paths.
5,2,User Experience Researcher,researcher,In-house private sector,3,"501–1,000",Progressing,"Setting up, planning & executing & analysing documents to communicate user research",No,No,No,Yes,New position that is more organizationally embedded & of strategic value,"strategy,Evangelize research,employment relationship",301,201,403,605,606,602,identifying opportunity areas,4,2,3,1,4,4,5,5,5,3,3,3,5,that project teams / product owners are not interested in their users,evangelize research / value,long-term studies and strategy,strategy,start working in a product/service company instead of in-house agency,new job/role,
0,0,UX Designer,designer,In-house private sector,0,11–20,None,Product design for crypto wallet,No,No,No,No,,,404,610,508,301,302,309,,,,,,,,,,,,,,,Getting buy in and time for research projects that are not guerrilla style,"rigour/standards,trust/buy-in",Gaining confidence in my skills and evangelizing in my org,evangelize research,Study and applying research techniques,learning/mentors,"I really loved the graphs and exercises and data representation, would love a workshop on that ""translating the data"""
2,0.5,Associate user researcher,researcher,In-house private sector,8,"1,001+",Early,"Identify research questions, usability testing, card sorting, plan",No,Yes,No,Yes,Looking to become a researcher that focuses on human technology interaction,expanding professional horizon,501,408,609,301,408,601,,4,3,2,4,3,3,3,2,3,4,5,4,3,"Assessment and feedback, I am in a learning and refiing stage and I struggle getting more direction to make sure I am developing skills and mindset that I require to get to the next level",learning/mentors,"human technology interaction, top level research",misc,create my own learning program based on interviews to senior researchers,learning/mentors,This was really great thank you
5,2,UX Research Lead,researcher,In-house private sector,10,"501–1,000",Progressing,"Leading a small team o fuser researchers quant/qual, mostly tactical concept testing, some strategic discovery & validation",No,Yes,Yes,Yes,Head of (UX) Research,lead/manager role,507,604,602,507,609,610,,4,2,3,5,3,2,5,4,5,4,3,2,3,Inspiring teams into meaningful action. If nothing changes for users it's all pointless,(product) impact/actionable insight,"More complex methods, planning strategic work","methods practice/skills,strategy",Planning next strategic work w/ more stakeholder input,"strategy,collaboration",
1,1.8,Product Designer,designer,In-house private sector,8,"1,001+",Early,Product design + research (mostly surveys & usability testing) but I'd like to learn more methods,No,Yes,No,I'm not sure,,,302,305,306,610,112,408,,1,1,2,1,2,2,2,1,1,1,3,3,1,"Developing my skills as an entry level researcher and knowing the best methods to use for testing, synthesizing & presenting my findings","methods practice/skills,learning/mentors",Learning more about UX research,learning/mentors,Keep coming to meetups,community,
2,0,(not currently working),other,,,,,,Yes,,,Yes,"Getting my first user research job in Berlin, I moved from the UK where I was working as a user researcher","expanding professional horizon,employment relationship",602,310,501,602,305,604,,5,3,3,1,4,3,3,4,2,2,4,3,,"Persuading stakeholders of the value of research, communicating findings in a way that inspires the team to act on them","evangelize research / value,longitudinal impact of research","I want to learn how to tell stories, visually and in words. I also want to get my first research job in the commercial world","communication/storytelling,new job/role",Join up for the UR partner/exchange chats on ReOps slack,community,"From talking to others at my table, it seems that the situation research in done in, e.g., agency, contract, in-house, each have their own particular frustrations. Perhaps to overcome a specific frustration it's necessary/enough to change our situation."
2.5,1.5,UX Researcher,researcher,In-house private sector,1,21–50,Progressing,Guide + facilitate problem discovery --> exploration research + design thinking --> testing,Yes,No,No,Yes,Becoming senior researcher -> craft skills development,"lead/manager role,methods practice/skills",508,109,406,311,508,610,,4,4,5,3,4,4,4,4,3,4,3,3,2,"doing research, research ops and all th eteam + whole company evangelizing while also developing my craft",research team of one,developing my craft more after I had to focus so long on human skills only to mature our UX approach,methods practice/skills,try a new methodology I'm excited about (diary studies),method practice/skills,I need mentoring from an experience researcher (I'm the only researcher at my company)
6,1,UX Researcher,researcher,In-house private sector,15,"1,001+",Mature,"Stakeholder management, define research goals and qusetions -> preparation of the shape of research knowledge base management, support other researchers",Yes,Yes,Yes,I'm not sure,,,501,407,507,610,208,504,,4,4,3,3,3,4,4,4,4,4,3,3,2,"1) Time management, too many requests 2) Finding right balance between craft and viability 3) Letting go","time,prioritisation,rigour/standards","More varied storytelling formats, deeper ethnography, quant research and a bit of big query, mixing methods","communication/storytelling,mixed methods",Schedule a meetup about the strategy for q4 for different teams // Talk to the Lead about the expert parth milestones,"strategy,collaboration",The expert path seems to be less defined than a lead one. And there's a question of investing time in a very narrow set of skills.
15,1,Research Engineer,researcher,In-house private sector,12,"1,001+",Laggard,"mostly qualitative, contextual inquiry, usability, ethnography, evangelizing user research throughout enterprise",On Waitlist,No,No,I'm not sure,,,604,601,507,610,605,507,,2,1,3,2,5,4,3,4,3,5,3,3,4,"evangelizing across organization, managing up my boss who's timid/perfectionist","evangelize research / value,stakeholder & expectation mgt",facilitatoe more cross-functional design and co-creation workshops,collaboration,information interviews,collaboration,loved this workbook and the facilitators did a great job of guiding and iterating throughout the presentation
2,2,Experience Designer,designer,Agency,3,101–500,Mature,I am a user experience designer with a focus on user research - qual + quant,No,Yes,No,Yes,becoming more of a research leader/expert at my company,"expanding professional horizon,Evangelize research",305,102,204,407,201,610,,2,3,2,2,3,3,3,1,4,3,4,4,3,being the only one who is advocating for the user or not having enough resources,evangelize research / value,i want to improve on choosing the right method/approach for the strategy,methods practice/skills,work with more experienced researchers!,collaboration,
3,1,Service Design Research Engineer,researcher,In-house private sector,30,"1,001+",Laggard,generative research that informs strategic decisions in service experience design,No,Yes,Yes,Yes,champion the service design practice by demonstrating value = find next projects!,Design Thinking/Service Design,206,302,501,402,605,503,,1,1,1,2,1,1,1,2,3,4,2,4,3,"being an ""intrapreneur"" when you're in an org that doesn't understand the value of research, you have to find your own projects, even when people don't ask for it",evangelize research / value,explore more interpersonal stakeholder activities so i understand scope and roadmap priorities,stakeholder & expectation mngt,"make more allies! have conversations so that if I know I have a question, I know who to ask. Also so that people know what I do.",community,
1,1,UX Consultant/Researcher,researcher,Freelance,0,2–10,Progressing,I've worked with and under a UX Consultant agency named Onyx Valley. We've focused on real world based projects including redesigns for Spruce Street Harbor Park and the City Government. My focus has been in research content strategy.,No,Self-employed,No,Yes,"I'm working towards transforming my reporting skills, while growing as a UX researcher, en route to gaining a full-time UX Research/Content related position","methods practice/skills,expanding professional horizon",305,313,111,106,202,408,,5,4,4,4,4,3,3,3,3,3,4,3,3,Effectively communicating that I know what I'm doing,"creative confidence,stakeholder & expectation mgt","Structuring, understanding and using the right terminology. I know how to craft a story via an article.... I'm excited to perfect doing that in a UX research format.",communication/storytelling,"Attend workshops, take a few courses, required/suggested reading, become well-rounded.",learning/mentors,"Nice workshop, would be nice to have more clarity in what to do/direction."
7,1,UX Research Lead / Manager,researcher,In-house private sector,3,"1,001+",Early,"Some discovery / generative research to identify new opportunities + explore new problem spaces, as well as validation / testing for design work in various states of progress (new conecpts + stuff in prod.)",Yes,No,No,Yes,"I'm currently in a manager role, I'd like to take on more of a product strategy role, driving product direction through insights","strategy,quote",610,602,308,201,601,604,,3,3,3,2,4,3,5,5,5,5,3,4,3,"Strategic alignment w/ my partners in product + engineering.  Larger organizational buy-in + support, extending the value of insights over time,  making insights actionable aligned to engineering work.","stakeholder & expectation mgt,longitudinal impact of research,collaboration",Strategy + Ops,"strategy,ResearchOps",Better understand strategic priorities of my business + align my work to those,strategy,"What happens after ""senior researcher""?- more explanation of leadership paths for research, considering a shift to product strategy just to have a larger influence on the strategic direction of the products + services we do resarch around.  What else is out there for advancemenet???"
20,2,Founder + Explorer of Possible Futures,other,Freelance,1,1,Mature,Consulting using story-based research + design.,No,Self-employed,Self-employed,Yes,Augmented intelligence + artificial intelligence so I don't need to do all the work,ops/scaling,403,109,407,408,602,508,,4,5,4,5,4,5,5,4,5,5,4,4,4,"I don't like to seperate research, design, etc.",parallel processes & responsibilities,I'm excited about outcome focused mindsets that integrate work of many disciplines,impact/actionable insight,Integating outcome focused work w/ value basd pricing for consulting.,(product) impact/actionable insight,
7,1,Senior Design Lead,designer,Agency,4,101–500,Progressing,Research discovery for digital products + service design,No,No,No,Yes,,,110,407,601,407,501,601,,1,3,3,4,4,4,4,4,4,4,3,2,3,"Recruiting, scheduling and coordinating / SOW vs. research strategy / time","participant recruitment,time",Developing research at my company,building up research/team,,,I'm  worried about this workshop + how the info is going to be used.  Not sure these exercises translated well.
7,1,Lead UX Strategist/Product Designer,designer,,0,101–500,Laggard,Researching product strategy in a broad (and specific product) context to guide my team towards multi-product implementation,Yes,No,No,Yes,Building a UX Research infrastructure for my current organization,ops/scaling,501,302,610,113,201,405,,4,3,3,2,4,1,3,3,3,4,3,2,3,Maintaining stakeholder buy-in and enthusiasm as research progresses towards a strategic implementation plan,"stakeholder & expectation mgt,communication/storytelling",Strategic analysis as it applies to product/design roadmaps,"strategy,incorporate product/biz thinking","Learn more about strategic analysis, how a product plan fits in with its multiple facets, and adopt my strategy as I move forward",strategy,"Keep pushing to learn more because you love the work, stay nimble, and don't make any pictures (you learn more from them)"
10,3,,other,,,2–10,Early,Consulting with small enterprise. Problem solving.,No,No,Yes,I'm not sure,A clear vision,misc,604,201,610,,,,,5,5,4,5,5,5,5,4,4,1,5,5,1,communicate the value of findings,"communication/storytelling,longitudinal impact of research",new techniques/new ideas,methods practice/skills,how to tell a good story,communication/storytelling,
2,4,UX Interaction Designer,designer,In-house private sector,0,101–500,Early,I design the UI for 5 products in my organization.,No,Yes,No,I'm not sure,,,304,306,105,503,504,508,,3,2,4,4,3,4,4,2,2,4,3,3,3,Convincing stakeholders of its value,"evangelize research / value,stakeholder & expectation mgt",Video testing / Screening - I'm excited to show the company why researcher is important + how we can use it to grow.,evangelize research,Presenting the value,Evangelize value,
9,1,Senior UX Researcher,researcher,In-house private sector,6,"1,001+",Progressing,user research and market research,Yes,Yes,Yes,Yes,building a team,lead/manager role,507,710,711,501,507,601,,4,5,5,4,4,4,4,4,4,4,4,4,4,"not enough time, too many things to do and not enough researchers","time,parallel processes & responsibilities",growing team,building up research/team,manage another researcher,lead/manager role,
3,1.5,UX Designer,designer,In-house private sector,,"1,001+",Progressing,research and design (360 UX) for medical education product with global customers,Yes,Yes,No,Yes,Focusing more on ResearchOps gaining experience in new methods,ops/scaling,501,301,302,508,208,407,"develop OKRs, navigate access to users (GDPR)",3,3,4,4,4,4,3,3,3,3,4,4,3,"balancing both research and design (and ops for both), confidence in my decisions (eg is this the best method?)","creative confidence,time,parallel processes & responsibilities","ResearchOps, IA research, improving my team's research tooling","ResearchOps,misc",partner with our research lead on ops to help improve our tooling,tooling,
2,0.5,Tech Expert - Designer,designer,In-house private sector,3,"1,001+",Early,Discovery through validation research for a new digital platform,No,No,No,Yes,continue to influence the role research plays in defining product and design strategy,"Evangelize research,strategy",102,201,204,610,601,605,,3,3,3,2,3,2,3,3,3,2,2,2,2,Seeing the effect of research findings being actioned on,(product) impact/actionable insight,influencing product and design strategy,"incorporate product/biz thinking,strategy",continue to advocate research results to product managers,Evangelize value,
5,4,Design Lead,designer,Agency,4,101–500,Early,"Leading projects, majority start w/ research",Yes,Yes,No,Yes,I'm working to better define research w/ in our consultancy,Evangelize research,610,301,206,610,504,206,"Developing a research strategy, planning for pivots",3,4,2,3,3,3,5,5,4,5,4,4,5,Client objections and short timelines- not aligning SOW to true client needs,"time,stakeholder & expectation mgt",Better defining / helping define how we do research at our company,"evangelize research,integration into product dev cycle",unsure,misc,
2,0.5,Senior Design Researcher,researcher,In-house private sector,6,"1,001+",Progressing,"in-context research in a hospital, observing, interviewing and designing solutions",No,Yes,No,Yes,integrating with business strategy,strategy,501,502,407,504,602,610,,4,3,2,3,3,3,4,4,4,3,2,3,4,"Institutional inertia, tools for research","internal,budget",strategy,strategy,"facilitate strategic reasoning and work of strategist, demonstrate aptitude",strategy,these tools need a lot of revision
